anio,tipo_precio,unidad_medida,categoria_detalle,valor_millones_pesos
2004,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Comercio turístico,91059.613
2004,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Transporte local,20769.849
2004,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios de información,2258.27
2004,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios financieros,1962.842
2004,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios inmobiliarios y de alquiler,17347.998
2004,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios profesionales,961.331
2004,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios de salud,26780.008
2004,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Productos no destinados al consumo y otros,64813.296
2005,corrientes,Millones de pesos a precios corrientes,Total del país,9603894.589
2005,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico,923306.558
2005,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Bienes,123933.742
2005,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Bienes|Artesanías,31360.42
2005,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Bienes|Otros bienes,92573.322
2005,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios,799372.816
2005,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de transporte aéreo de pasajeros,19828.965
2005,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por ferrocarril,1014.308
2005,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por agua,2709.58
2005,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por carretera,111472.259
2005,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios relacionados con el transporte,12305.393
2005,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alquiler de equipos de transporte,1849.744
2005,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Agencias de viajes y otros servicios de reserva,14220.376
2005,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de apoyo,2079.133
2005,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios culturales,14121.687
2005,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios deportivos y recreativos,14074.474
2005,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes,174483.971
2005,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en establecimientos tradicionales,34799.292
2005,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en propiedad de casas de vacaciones,27780.074
2005,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en casa de familiares y amigos (imputación),111904.605
2005,corrientes,Millones de pesos a precios corrientes,"Total del país|Total turístico|Servicios|Restaurantes, bares y centros nocturnos<C1>",189513.629
2005,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios,241699.297
2005,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Comercio turístico,96999.078
2005,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Transporte local,22253.309
2005,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios de información,2480.161
2005,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios financieros,1616.049
2005,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios inmobiliarios y de alquiler,18209.359
2005,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios profesionales,1010.643
2005,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios de salud,28986.022
2005,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Productos no destinados al consumo y otros,70144.676
2006,corrientes,Millones de pesos a precios corrientes,Total del país,10719324.86
2006,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico,1010883.473
2006,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Bienes,155231.816
2006,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Bienes|Artesanías,33507.706
2006,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Bienes|Otros bienes,121724.11
2006,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios,855651.657
2006,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de transporte aéreo de pasajeros,21144.684
2006,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por ferrocarril,1124.734
2006,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por agua,3167.596
2006,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por carretera,119754.316
2006,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios relacionados con el transporte,13472.252
2006,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alquiler de equipos de transporte,2080.088
2006,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Agencias de viajes y otros servicios de reserva,15454.3
2006,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de apoyo,2205.592
2006,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios culturales,15011.508
2006,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios deportivos y recreativos,15806.871
2006,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes,189454.57
2006,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en establecimientos tradicionales,37549.24
2006,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en propiedad de casas de vacaciones,31089.774
2006,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en casa de familiares y amigos (imputación),120815.556
2006,corrientes,Millones de pesos a precios corrientes,"Total del país|Total turístico|Servicios|Restaurantes, bares y centros nocturnos<C1>",195310.132
2006,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios,261665.014
2006,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Comercio turístico,103542.072
2006,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Transporte local,22884.957
2006,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios de información,2677.648
2006,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios financieros,1389.434
2006,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios inmobiliarios y de alquiler,20560.964
2006,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios profesionales,1061.165
2006,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios de salud,31461.469
2006,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Productos no destinados al consumo y otros,78087.305
2007,corrientes,Millones de pesos a precios corrientes,Total del país,11609423.45
2007,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico,1065251.672
2007,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Bienes,152407.302
2007,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Bienes|Artesanías,35366.202
2007,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Bienes|Otros bienes,117041.1
2007,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios,912844.37
2007,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de transporte aéreo de pasajeros,22289.461
2007,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por ferrocarril,1214.04
2007,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por agua,3179.823
2007,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por carretera,128323.505
2007,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios relacionados con el transporte,14337.473
2007,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alquiler de equipos de transporte,2471.777
2007,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Agencias de viajes y otros servicios de reserva,16569.852
2007,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de apoyo,2344.935
2007,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios culturales,16600.629
2007,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios deportivos y recreativos,17200.656
2007,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes,205405.307
2007,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en establecimientos tradicionales,41381.421
2007,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en propiedad de casas de vacaciones,34884.982
2007,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en casa de familiares y amigos (imputación),129138.904
2007,corrientes,Millones de pesos a precios corrientes,"Total del país|Total turístico|Servicios|Restaurantes, bares y centros nocturnos<C1>",201612.395
2007,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios,281294.517
2007,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Comercio turístico,109602.451
2007,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Transporte local,24454.385
2007,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios de información,2881.741
2007,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios financieros,1242.592
2007,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios inmobiliarios y de alquiler,22360.537
2007,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios profesionales,1105.731
2007,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios de salud,34105.227
2007,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Productos no destinados al consumo y otros,85541.853
2008,corrientes,Millones de pesos a precios corrientes,Total del país,12612095.83
2008,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico,1119867.514
2008,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Bienes,165860.828
2008,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Bienes|Artesanías,36188.902
2008,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Bienes|Otros bienes,129671.926
2008,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios,954006.686
2008,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de transporte aéreo de pasajeros,23960.356
2008,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por ferrocarril,1230.123
2008,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por agua,3364.338
2008,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por carretera,134390.378
2008,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios relacionados con el transporte,13181.788
2008,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alquiler de equipos de transporte,2753.845
2008,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Agencias de viajes y otros servicios de reserva,17690.062
2008,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de apoyo,2476.62
2008,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios culturales,17033.45
2008,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios deportivos y recreativos,18690.689
2008,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes,221608.583
2008,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en establecimientos tradicionales,43062.96
2008,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en propiedad de casas de vacaciones,38721.696
2008,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en casa de familiares y amigos (imputación),139823.927
2008,corrientes,Millones de pesos a precios corrientes,"Total del país|Total turístico|Servicios|Restaurantes, bares y centros nocturnos<C1>",200150.29
2008,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios,297476.164
2008,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Comercio turístico,113051.327
2008,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Transporte local,24145.093
2008,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios de información,3085.467
2008,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios financieros,1148.243
2008,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios inmobiliarios y de alquiler,24107.699
2008,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios profesionales,1113.044
2008,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios de salud,35633.985
2008,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Productos no destinados al consumo y otros,95191.306
2009,corrientes,Millones de pesos a precios corrientes,Total del país,12245032.57
2009,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico,1120975.762
2009,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Bienes,161977.873
2009,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Bienes|Artesanías,36033.193
2009,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Bienes|Otros bienes,125944.68
2009,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios,958997.889
2009,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de transporte aéreo de pasajeros,27552.139
2009,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por ferrocarril,1354.553
2009,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por agua,3238.408
2009,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por carretera,135319.322
2009,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios relacionados con el transporte,13568.984
2009,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alquiler de equipos de transporte,2579.153
2009,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Agencias de viajes y otros servicios de reserva,16616.101
2009,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de apoyo,2624.81
2009,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios culturales,17149.626
2009,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios deportivos y recreativos,19486.439
2009,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes,230984.137
2009,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en establecimientos tradicionales,39248.588
2009,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en propiedad de casas de vacaciones,43865.748
2009,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en casa de familiares y amigos (imputación),147869.801
2009,corrientes,Millones de pesos a precios corrientes,"Total del país|Total turístico|Servicios|Restaurantes, bares y centros nocturnos<C1>",185229.361
2009,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios,303294.856
2009,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Comercio turístico,109793.094
2009,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Transporte local,25680.674
2009,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios de información,3127.225
2009,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios financieros,1180.18
2009,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios inmobiliarios y de alquiler,22752.308
2009,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios profesionales,1058.414
2009,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios de salud,36666.437
2009,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Productos no destinados al consumo y otros,103036.524
2010,corrientes,Millones de pesos a precios corrientes,Total del país,13424766.79
2010,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico,1190372.078
2010,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Bienes,172173
2010,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Bienes|Artesanías,39609.334
2010,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Bienes|Otros bienes,132563.666
2010,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios,1018199.078
2010,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de transporte aéreo de pasajeros,28204.099
2010,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por ferrocarril,1697.075
2010,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por agua,3646.334
2010,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por carretera,150707.669
2010,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios relacionados con el transporte,13974.343
2010,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alquiler de equipos de transporte,2801.69
2010,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Agencias de viajes y otros servicios de reserva,17896.504
2010,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de apoyo,2638.669
2010,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios culturales,18314.601
2010,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios deportivos y recreativos,21223.235
2010,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes,249390.086
2010,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en establecimientos tradicionales,44186.668
2010,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en propiedad de casas de vacaciones,47065.384
2010,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en casa de familiares y amigos (imputación),158138.034
2010,corrientes,Millones de pesos a precios corrientes,"Total del país|Total turístico|Servicios|Restaurantes, bares y centros nocturnos<C1>",188875.76
2010,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios,318829.013
2010,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Comercio turístico,115109.967
2010,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Transporte local,28365.827
2010,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios de información,3738.224
2010,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios financieros,1212.569
2010,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios inmobiliarios y de alquiler,21982.741
2010,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios profesionales,1122.039
2010,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios de salud,37625.663
2010,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Productos no destinados al consumo y otros,109671.983
2011,corrientes,Millones de pesos a precios corrientes,Total del país,14762356.07
2011,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico,1270875.31
2011,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Bienes,184167.151
2011,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Bienes|Artesanías,42611.895
2011,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Bienes|Otros bienes,141555.256
2011,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios,1086708.159
2011,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de transporte aéreo de pasajeros,27728.056
2011,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por ferrocarril,1882.379
2011,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por agua,4082.354
2011,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por carretera,162587.032
2011,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios relacionados con el transporte,14656.229
2011,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alquiler de equipos de transporte,3108.984
2011,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Agencias de viajes y otros servicios de reserva,18705.82
2011,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de apoyo,2616.689
2011,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios culturales,19590.689
2011,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios deportivos y recreativos,22861.407
2011,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes,267923.816
2011,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en establecimientos tradicionales,47917.57
2011,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en propiedad de casas de vacaciones,52456.487
2011,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en casa de familiares y amigos (imputación),167549.759
2011,corrientes,Millones de pesos a precios corrientes,"Total del país|Total turístico|Servicios|Restaurantes, bares y centros nocturnos<C1>",202620.774
2011,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios,338343.93
2011,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Comercio turístico,124717.171
2011,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Transporte local,29467.535
2011,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios de información,4075.679
2011,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios financieros,1244.635
2011,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios inmobiliarios y de alquiler,23082.464
2011,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios profesionales,1195.559
2011,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios de salud,39658.794
2011,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Productos no destinados al consumo y otros,114902.093
2012,corrientes,Millones de pesos a precios corrientes,Total del país,16046850.32
2012,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico,1387398.229
2012,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Bienes,210543.135
2012,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Bienes|Artesanías,46305.666
2012,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Bienes|Otros bienes,164237.469
2012,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios,1176855.094
2012,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de transporte aéreo de pasajeros,31527.194
2012,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por ferrocarril,2119.132
2012,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por agua,4838.469
2012,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por carretera,176951.597
2012,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios relacionados con el transporte,15627.843
2012,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alquiler de equipos de transporte,3592.982
2012,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Agencias de viajes y otros servicios de reserva,20792.684
2012,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de apoyo,2811.474
2012,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios culturales,21321.376
2012,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios deportivos y recreativos,23912.664
2012,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes,284216.622
2012,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en establecimientos tradicionales,53029.733
2012,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en propiedad de casas de vacaciones,55912.356
