anio,tipo_precio,unidad_medida,categoria_detalle,valor_millones_pesos
2023,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en casa de familiares y amigos (imputación),287462.802
2023,corrientes,Millones de pesos a precios corrientes,"Total del país|Total turístico|Servicios|Restaurantes, bares y centros nocturnos<C1>",405297.994
2023,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios,705276.522
2023,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Comercio turístico,246285.727
2023,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Transporte local,39782.767
2023,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios de información,8167.375
2023,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios financieros,935.687
2023,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios inmobiliarios y de alquiler,42066.367
2023,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios profesionales,2042.101
2023,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Servicios de salud,82774.841
2023,corrientes,Millones de pesos a precios corrientes,Total del país|Total turístico|Servicios|Otros servicios|Productos no destinados al consumo y otros,283221.657
1993,constantes_2018,Millones de pesos a precios de 2018,Total del país,13116102.75
1993,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico,1437630.921
1993,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Bienes,256463.181
1993,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Bienes|Artesanías,45527.69
1993,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Bienes|Otros bienes,210935.491
1993,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios,1181167.74
1993,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de transporte aéreo de pasajeros,20923.184
1993,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por ferrocarril,1540.565
1993,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por agua,3819.881
1993,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por carretera,141328.692
1993,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios relacionados con el transporte,18275.003
1993,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de alquiler de equipos de transporte,1608.532
1993,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Agencias de viajes y otros servicios de reserva,15329.016
1993,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de apoyo,3142.877
1993,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios culturales,21675.468
1993,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios deportivos y recreativos,30407.756
1993,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes,178144.051
1993,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en establecimientos tradicionales,41979.725
1993,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en propiedad de casas de vacaciones,29404.852
1993,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en casa de familiares y amigos (imputación),106759.474
1993,constantes_2018,Millones de pesos a precios de 2018,"Total del país|Total turístico|Servicios|Restaurantes, bares y centros nocturnos<C1>",373084.066
1993,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios,371888.649
1993,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Comercio turístico,177790.777
1993,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Transporte local,32070.528
1993,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Servicios de información,2133.589
1993,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Servicios financieros,3097.588
1993,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Servicios inmobiliarios y de alquiler,22558.996
1993,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Servicios profesionales,955.288
1993,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Servicios de salud,41376.75
1993,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Productos no destinados al consumo y otros,91905.133
1994,constantes_2018,Millones de pesos a precios de 2018,Total del país,13671649.06
1994,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico,1510609.805
1994,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Bienes,261194.003
1994,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Bienes|Artesanías,46348.19
1994,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Bienes|Otros bienes,214845.813
1994,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios,1249415.802
1994,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de transporte aéreo de pasajeros,24354.168
1994,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por ferrocarril,1885.892
1994,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por agua,3885.359
1994,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por carretera,156336.685
1994,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios relacionados con el transporte,18647.032
1994,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de alquiler de equipos de transporte,1680.04
1994,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Agencias de viajes y otros servicios de reserva,15953.658
1994,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de apoyo,2065.164
1994,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios culturales,22758.907
1994,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios deportivos y recreativos,30791.257
1994,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes,187006.957
1994,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en establecimientos tradicionales,43889.374
1994,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en propiedad de casas de vacaciones,30766.252
1994,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en casa de familiares y amigos (imputación),112351.331
1994,constantes_2018,Millones de pesos a precios de 2018,"Total del país|Total turístico|Servicios|Restaurantes, bares y centros nocturnos<C1>",411634.247
1994,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios,372416.436
1994,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Comercio turístico,183558.008
1994,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Transporte local,31968.892
1994,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Servicios de información,1539.057
1994,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Servicios financieros,3377.387
1994,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Servicios inmobiliarios y de alquiler,22806.592
1994,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Servicios profesionales,913.231
1994,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Servicios de salud,41701.339
1994,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Productos no destinados al consumo y otros,86551.93
1995,constantes_2018,Millones de pesos a precios de 2018,Total del país,12878134.52
1995,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico,1383472.49
1995,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Bienes,251030.166
1995,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Bienes|Artesanías,46217.715
1995,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Bienes|Otros bienes,204812.451
1995,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios,1132442.324
1995,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de transporte aéreo de pasajeros,18153.955
1995,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por ferrocarril,1665.18
1995,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por agua,3104.158
1995,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por carretera,149982.612
1995,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios relacionados con el transporte,17876.436
1995,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de alquiler de equipos de transporte,1792.164
1995,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Agencias de viajes y otros servicios de reserva,14640.125
1995,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de apoyo,2303.338
1995,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios culturales,21178.158
1995,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios deportivos y recreativos,26207.257
1995,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes,183959.038
1995,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en establecimientos tradicionales,41245.028
1995,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en propiedad de casas de vacaciones,25009.579
1995,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en casa de familiares y amigos (imputación),117704.431
1995,constantes_2018,Millones de pesos a precios de 2018,"Total del país|Total turístico|Servicios|Restaurantes, bares y centros nocturnos<C1>",345297.117
1995,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios,346282.786
1995,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Comercio turístico,160806.757
1995,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Transporte local,31639.403
1995,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Servicios de información,1489.846
1995,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Servicios financieros,3370.96
1995,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Servicios inmobiliarios y de alquiler,22919.847
1995,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Servicios profesionales,850.203
1995,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Servicios de salud,40342.43
1995,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Productos no destinados al consumo y otros,84863.34
1996,constantes_2018,Millones de pesos a precios de 2018,Total del país,13691780.09
1996,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico,1369197.836
1996,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Bienes,254817.288
1996,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Bienes|Artesanías,47009.547
1996,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Bienes|Otros bienes,207807.741
1996,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios,1114380.548
1996,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de transporte aéreo de pasajeros,18891.751
1996,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por ferrocarril,1910.892
1996,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por agua,3557.384
1996,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por carretera,153581.429
1996,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios relacionados con el transporte,17274.952
1996,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de alquiler de equipos de transporte,2326.839
1996,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Agencias de viajes y otros servicios de reserva,17315.656
1996,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de apoyo,2294.278
1996,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios culturales,20774.729
1996,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios deportivos y recreativos,22830.724
1996,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes,193498.116
1996,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en establecimientos tradicionales,46506.036
1996,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en propiedad de casas de vacaciones,24364.444
1996,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en casa de familiares y amigos (imputación),122627.636
1996,constantes_2018,Millones de pesos a precios de 2018,"Total del país|Total turístico|Servicios|Restaurantes, bares y centros nocturnos<C1>",318458.548
1996,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios,341665.25
1996,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Comercio turístico,156715.264
1996,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Transporte local,32096.152
1996,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Servicios de información,2020.169
1996,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Servicios financieros,3106.874
1996,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Servicios inmobiliarios y de alquiler,23010.829
1996,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Servicios profesionales,982.044
1996,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Servicios de salud,39842.11
1996,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Productos no destinados al consumo y otros,83891.808
1997,constantes_2018,Millones de pesos a precios de 2018,Total del país,14670705.08
1997,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico,1433433.112
1997,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Bienes,260114.589
1997,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Bienes|Artesanías,48581.064
1997,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Bienes|Otros bienes,211533.525
1997,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios,1173318.523
1997,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de transporte aéreo de pasajeros,22604.063
1997,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por ferrocarril,1821.68
1997,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por agua,3831.793
1997,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por carretera,161008.399
1997,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios relacionados con el transporte,17400.199
1997,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de alquiler de equipos de transporte,2665.827
1997,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Agencias de viajes y otros servicios de reserva,18945.446
1997,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de apoyo,2653.298
1997,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios culturales,22988.58
1997,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios deportivos y recreativos,23247.655
1997,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes,199069.854
1997,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en establecimientos tradicionales,49432.473
1997,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en propiedad de casas de vacaciones,23932.403
1997,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en casa de familiares y amigos (imputación),125704.978
1997,constantes_2018,Millones de pesos a precios de 2018,"Total del país|Total turístico|Servicios|Restaurantes, bares y centros nocturnos<C1>",347837.657
1997,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios,349244.072
1997,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Comercio turístico,164505.899
1997,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Transporte local,33896.998
1997,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Servicios de información,2246.688
1997,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Servicios financieros,3148.365
1997,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Servicios inmobiliarios y de alquiler,23072.979
1997,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Servicios profesionales,871.216
1997,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Servicios de salud,41862.11
1997,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Productos no destinados al consumo y otros,79639.817
1998,constantes_2018,Millones de pesos a precios de 2018,Total del país,15570335.03
1998,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico,1487821.739
1998,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Bienes,264895.404
1998,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Bienes|Artesanías,50301.008
1998,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Bienes|Otros bienes,214594.396
1998,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios,1222926.335
1998,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de transporte aéreo de pasajeros,23955.978
1998,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por ferrocarril,2296.457
1998,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por agua,4162.941
1998,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por carretera,168093.391
1998,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios relacionados con el transporte,18473.686
1998,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de alquiler de equipos de transporte,2772.603
1998,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Agencias de viajes y otros servicios de reserva,19961.634
1998,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de apoyo,2830.294
1998,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios culturales,23559.805
1998,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios deportivos y recreativos,24124.527
1998,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes,201171.164
1998,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en establecimientos tradicionales,49795.316
1998,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en propiedad de casas de vacaciones,23015.213
1998,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en casa de familiares y amigos (imputación),128360.635
1998,constantes_2018,Millones de pesos a precios de 2018,"Total del país|Total turístico|Servicios|Restaurantes, bares y centros nocturnos<C1>",364313.926
1998,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios,367209.929
1998,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Comercio turístico,169148.88
1998,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Transporte local,34829.043
1998,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Servicios de información,2751.113
1998,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Servicios financieros,3475.809
1998,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Servicios inmobiliarios y de alquiler,23227.991
1998,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Servicios profesionales,1288.708
1998,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Servicios de salud,44071.778
1998,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Productos no destinados al consumo y otros,88416.607
1999,constantes_2018,Millones de pesos a precios de 2018,Total del país,15991888.18
1999,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico,1515496.428
1999,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Bienes,267885.579
1999,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Bienes|Artesanías,50925.472
1999,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Bienes|Otros bienes,216960.107
1999,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios,1247610.849
1999,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de transporte aéreo de pasajeros,27951.036
1999,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por ferrocarril,2124.873
1999,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por agua,4333.851
1999,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por carretera,177114.076
1999,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios relacionados con el transporte,19087.329
1999,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de alquiler de equipos de transporte,3059.364
1999,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Agencias de viajes y otros servicios de reserva,20655.479
1999,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de apoyo,2783.648
1999,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios culturales,23973.448
1999,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios deportivos y recreativos,24693.572
1999,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes,210067.378
1999,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en establecimientos tradicionales,50037.12
1999,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en propiedad de casas de vacaciones,26827.976
1999,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de alojamiento para visitantes|Alojamiento en casa de familiares y amigos (imputación),133202.282
1999,constantes_2018,Millones de pesos a precios de 2018,"Total del país|Total turístico|Servicios|Restaurantes, bares y centros nocturnos<C1>",360866.782
1999,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios,370900.013
1999,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Comercio turístico,168518.006
1999,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Transporte local,35527.382
1999,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Servicios de información,2889.41
1999,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Servicios financieros,3656.467
1999,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Servicios inmobiliarios y de alquiler,23322.698
1999,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Servicios profesionales,1427.233
1999,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Servicios de salud,44484.327
1999,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Otros servicios|Productos no destinados al consumo y otros,91074.49
2000,constantes_2018,Millones de pesos a precios de 2018,Total del país,16812369.26
2000,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico,1588217.12
2000,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Bienes,279851.94
2000,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Bienes|Artesanías,52702.931
2000,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Bienes|Otros bienes,227149.009
2000,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios,1308365.18
2000,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de transporte aéreo de pasajeros,31012.779
2000,constantes_2018,Millones de pesos a precios de 2018,Total del país|Total turístico|Servicios|Servicios de transporte de pasajeros por ferrocarril,2453.421
